content	label
我问：“那你们说说古代几个有名的贤母都是谁？” 儿子首先抢答：“孟母。” 大姐的女儿回答：“欧母和岳母。” 二姐的儿子想了半天，没说出来。 在厨房洗菜的二姐面子挂不住了，跑到客厅揪着儿子的耳朵说：“你平时看书都看哪儿去了？王母娘娘还有雷公电母，不都是吗？”	2
施莱艾尔马赫（1768--1834年），德国哲学家和神学家，他的神职工作做得尤其出色。有人称颂他和他的布道具有少有的广泛性，他的教义宣讲能吸引社会各个阶层的广大听众，不仅有大学生，还有妇女和各级官员。对此，施莱艾尔马赫解释说：我的听众确实由学生、妇女和官员组成，学生们来是为了听我讲道，女人们来是为了看学生，而官员们来则是为了看女人。	3
一姐妹发信息来：“阿霜， 你男友真的好爱你啊！” 我回：“那还用说，羡慕吧 ！” “嗯，嗯，他说梦话都说 ‘霜霜，我爱你’！”	3
顾客（愤懑地）：你们端来的是咖啡还是茶水？为什么里面有汽油味？ 服务员（恭敬地）：如果有汽油味，那就是咖啡，因为我们这里的茶水带有煤油味。	3
宋时，有个宦官叫杜渐，平素喜与举子交谊，从中杜撰些文语为自己所用。 居住在扬州时，凡答亲友书时，只要是谈及较大的事，便总是套用兹务孔洪（为宦官生造，兹：这；务：事；孔，甚；洪：大）。 某年，苏东坡路过扬州府，郡守苏子容正在小睡，由杜渐坐一旁相陪。不一会，苏子容出迎，杜渐立即搭话问：相公何故溘然？（溘然：人突然死去。） 苏东坡与郡守相会时，偷偷问负责招待客人的小官：旁边坐的是什么人？ 答：杜供奉。 东坡笑说：今日杜供奉在旁，再不敢打瞌睡，只是生怕他那‘溘然’哪！	1
一天，骗子进行中奖电话诈骗，结果不料把电话打到了正在警察局上班的小李的手机上。 小李识破骗局后故意拖长通话时间，好让同事们趁机利用高科技跟踪电话信号把骗子的位置圈定下来。一个小时后，小李和同事们捉住了骗子。当被捉的那一刻骗子嘴很硬：“你们为什么抓我？” 小李笑道：“电话能直接打到我手机上，你也算‘中大奖’了！”	2
老张给儿子买婚房，他座电梯去上楼看户型，刚好有小伙子带了一条狗也进了电梯。 这条狗在老张两只脚前转来转去，不停地用鼻嗅，用嘴啃，吓得老张来回地抬起脚来，冲着小伙子说：“我刚出门，又碰上了一个‘啃老足’！”	1
一位病人去找心理医生说：“大夫，我该怎么办呀，我最好的朋友跟我的太太一起跑了。” 医生：“哦，我也为你感到难受。” “是的，我太难受了，因为……我非常想念我的朋友啊。”	3
一名同学对他的伙伴说：“我的茶杯摔在地上，却没有流出半滴水，这是为什么，你知道吗？” “那个茶杯是空的？” “不对！杯子里装的是牛奶。”	3
妈妈：“去去去，没有。” 宝宝：“妈妈，如果你给我钱，我就告诉你：当你上美容院的时候，爸爸对女佣说了什么。” 妈妈：“好吧，拿去！他说了什么？” 宝宝：“他说：‘小王，帮我把这件衬衫熨一下。’	3
他要她在她的微博上每天留言一句“我爱你”，只要连续不断的坚持一百天，她就愿意嫁给他。 眼看已经坚持了九十九天了，今天满怀欣喜的打开微博一看，禁评了。	3
做家务做了很久，妻子顺手打开丈夫刚买来的收音机，一个温柔的声音传出：“…如果肤色分红，脸上的绒毛细嫩柔软，那么说明很健康……” 听到这里，忍不住摸了自己的脸，对镜顾盼，再笑一笑，样子健康可爱。妻子准备把这个好消息告诉老公。 这时，又听播音员说道：“好，听众朋友，这次我们的《养猪知识讲座》就到这里……”	3
大二上计算机二级培训，第一次上课，老师说资料要到学校她的专页上去下载，需要密码，见到老师灰常蛋定地写下密码：cptbtptpbcptdtptp，大家顿时黑线，当然这不是重点。 一童鞋问，老师，你这么长怎么记的啊~ 只听见老师在那说着：吃葡萄不吐葡萄皮不吃葡萄倒吐葡萄皮。	3
一对男女朋友一起去逛街。 女朋友：哎哟，脚好酸哦。 男朋友很紧张：怎么了？是不是踩到柠檬了？	2
小孩问爸爸自己从哪来的。 他爸说：“是我从碗柜里拣的。” 又问妈妈，妈说：“妈妈做梦枕边有个小孩，睁眼你就在那儿!” 又问爷爷，答:“爷爷想有个孙子，神仙知道了，就派老鹰把你送到咱家门口。” 晚上，这个小孩写下作文：我们家太可怕，已经两代没有性生活了。	3
一懒猫疯狂地追求一老鼠，终于结婚。婚后猫对老鼠百般呵护，老鼠很快变胖。 老鼠很感动：“亲爱的为什么对我这么好呀？” 猫嘿嘿笑道：“等你再胖一点就知道了。”	3
一群青年聚集一起喝酒，歌妓在旁边劝酒。唯独首席一个人闭着眼睛，交叉双手，端正坐着一动不动。 酒宴结束后，歌妓向客人们索要赏钱，那人甩开衣袖站起要走，说：我没有看你！ 歌妓用手扳住他的肩头说：看看有啥关系？！闭着眼睛想我比看我还狠呢！	3
高中时候我强悍的数学老师曾说：“睡觉的同学不要睡觉了。” 就在我们都以为老师忍不住终于要发飙了，数学老师继续说：“快下课了，吃午饭要快点去占位啊。” 无良的我们感动中。	3
银行家的儿子问爸爸：“银行的钱都是客户的，你是怎样赚来房子和奔驰的呢？” 银行家：“儿子，冰箱里有一块肥肉，你把它拿来。” 儿子拿来了。 银行家：“再放回去吧。” 儿子问：“什么意思？” 银行家说：“你看你的手指上是不是有油啊？”	2
初中的时候查体有一项是查色盲的，拿一个本子，每一页都是一些不同颜色的小碎片拼成的图案，不知大家是不是一样。有的是数字，有的是简单的画。 我们挨个上去看，报告给大夫自己看到了什么东西，一般都没什么大问题，毕竟从小学开始就查体么。结果有一位同学平时学习超级努力的那种，上去拿过本子扶了扶眼镜说了一句让我们全部跌倒的话 “一堆碎玻璃。”	3
妇人：我要投诉！你们医院的护士骂人！ 医生：谁骂你了？ 妇人：刚才那护士对我说，动了腹部手术，要等排气之后才可以吃饭；我问她什么叫排气，她说：‘放屁！’	2
物理课上老师问阿摩尔：你知道什么是电阻，什么是电源吗？ 阿摩尔回答道：店主（电阻）就是商店的老板，店员（电源）就是商店的伙计。	1
亮亮下班步行回家，穿过公园的时候，见树上挂了一个鸟笼， 里面有一只八哥，亮亮就逗它玩，谁知那死鸟一声不吭， 让亮亮索然无趣，末了！准备走时，亮亮说了一句“撒哟那拉”， 那货竟然来了一句“打到日本帝国主义”！	3
男友问女友：“如果我出轨了，你会怎么办啊? 女友答：“我会睁一只眼闭一只眼!” 男友刚想感叹女友的宽容大度，女友说：“然后瞄准，一枪打死你。”	3
甲太太：是我让我先生变成百万富翁的喔！ 乙太太：哦？那他本来是做什么的？ 甲太太：他原来是千万富翁。 乙太太：……	3
有一位病人来找精神科医师。 病人：我一直觉得我是一只鸟。 医生：喔，那很严重喔，从什么时候开始的。 病人：从我还是一只小鸟的时候。	3
小明妈妈带小明一起去药材店买人参，回家坐车时车上响起了：“为了您的人身安全，请不要把头手伸出窗外。” 小明听了，很疑惑：“妈妈，她怎么知道我们有人参？人参的安全和头手伸出窗外有什么联系？”	1
跟男友开房，家里管得严，打电话回家跟老妈请假，骗她说去同学家玩，老妈抱怨老爸也出差家里就她一个。 跟男友在酒店开好房上楼时在电梯遇到老爸，搂着一个年轻美貌女子下来。	3
有人问美国大学问家葛特里奇，为什么他这样一位伟大的学者却从未获得博士学位。 他回答：谁能考我呢？亲爱的先生！	3
有一天，小应的妈妈叫她去买电池，结果小英却把所有的钱去买了零食。 妈妈很生气地骂小英迷迷糊糊，小英辩解道：您不是要我去买点吃的吗？ 结果小英的妈妈顿时气的脸上一阵红一阵白。	1
“老婆，要是有个男的很丑，但很有钱，你会要吗？” “干嘛不要啊，你这么丑又没钱的我都要了。”	3
晚饭的时候，刚到二楼麻辣烫那里， 一对学弟学妹从我面前穿过，学弟递给了学妹烤肠， 结果就挺幸福的笑了。我想他不会跟我似的那么怂，连饭都不敢请吧？ 然后就对师傅说。“师父来三分麻辣烫，一份带走，两份在这吃， 这位兄弟付钱”。加油吧学弟，学长只能帮你到这了。。。	3
有次儿子用公用电话打给我，我正在上班。 儿子：爸爸，爸爸，妈妈叫你下班晚点回家 我：为什么啊，你现在在哪里，怎么用公用电话？ 儿子：哦，我在外面玩，刚才有位叔叔来，给我钱，叫我出去玩，他和妈妈有话要说… 我还没等他说完，立马开车从回了家……	3
在体育商店闲逛时，我听到一个10岁孩子和他父亲的对话： “爸爸，如果你给我买一个举重器的话，我会天天锻炼的。我保证说到做到。” “但我不知道……” “求您了，爸爸。” “好吧！如果你能充分利用，那我就给你买。” 这个父亲付了钱之后就往商店门口走去。 儿子胆颤心惊在后面叫道：“什么？您要我把这玩艺扛到车上去呀！”	3
一个黑人青年在纽约一家餐馆用餐。他点了一只烤鸡刚要吃时，门口冲进来两名3K党成员并冲他吼到：“嘿嘿！黑鬼，你怎样对待这只烤鸡我们就怎样对待你！！” 黑人青年愣了片刻，随即拿起烤鸡并在鸡屁股上亲了一口。	3
在幼儿园里，一个女孩子把一个男孩子打了，阿姨让小女孩向小男孩道歉，可见她无论如何也不肯。 阿姨生气了，问她：这是为什么？ 小女孩回答说：在我们家里，从来都是爸爸向妈妈道歉。	3
厂长对酗酒的某工人大声训斥：“我要像你这副熊样，就开枪打死自己！” “哦，厂长……阁下，您要是醉成我这样，怕连枪都拿不稳了。”	3
Ａ今天给妹纸买一束玫瑰，公车上后面坐着一对小情侣， 那妹纸估计看见Ａ的玫瑰了，对她老公Ｂ说：“什么味道啊好香呀。” 此时Ｂ无比淡定地说：“是么？我刚刚放了个屁！”	3
一日，我正在批评6岁的女儿作业写的不好。 夫人进来：把这个瓶盖打开！ 我故意拿一把道：看着小的，还要照顾大的，幸亏家里就两个女人。 夫人愤愤道：我每天回家后就没闲着过，挣钱还比你多！！ 我问心有愧，无可奈何地说：就当是你花钱买我回家吃闲饭的好了。 夫人得理不让人地说：还不如当初买个更好的。 女儿高声插嘴：就是，妈妈，以后打折的东西不能买！	2
一位富商非常吝啬。他把盐腌的豆子放进瓶里，每次吃饭时就用筷子夹几粒下饭。这天他正在吃饭，忽然，有人告诉他：您儿子正在饭店里大鱼大肉吃饭呢！ 富商听了，骂道：我辛辛苦苦地为谁节省呢？然后把瓶子里的盐豆倒出一把，全塞进嘴里，边嚼边说：我也败败家吧！	3
公交车里，一男士大声的向她的女朋友吹嘘自己如何厉害，自己的本事有多大，世界上没有他办不了的事，他越说越兴奋，手舞足蹈唾沫星子横飞。 一老太太用专注的眼神看着他，此男士对女朋友说：看，老太太都相信我说的话！ 老太太眼含泪，说：小伙子，我相信！因为我那得精神病的儿子也这么说…	3
有一女生，上课手机被没收之后，从老师手里抢了回来，她在前面跑，老师在后面追，到班级门口，啪的一下把手机摔地上了，摔得挺碎的。 老师说：“行，你行。这事就算了。” 老师走之后，她把手机捡起来，一边拼一边说：“幸好我跑的时候拆得够快……”	3
老板对单位厨师说：早餐吃这么多海鲜是不是太奢侈了？ 厨师说：那以后早餐只做包子，紫菜汤不要了！	3
由于太难背，于是化学老师教我们一个口诀： 加，拿，大，美，女； 一，点，也，不，轻； 总，共，一，百，斤。	1
壮壮在家里玩小刀，不小心割破了手指，妈妈看见了，大吃一惊：“你的手怎么啦？” “被小刀割破了。” “那你为什么不哭？” 壮壮咬了咬嘴唇说：“我以为您不在家。”	3
老师前几天很辛苦的和一个机子的病毒作斗争，我看见他在那台机器前坐了整整两天，不断的自言自语：嗯，杀完了、嗯？又有了？、还是不对啊？、嗯，杀完了、嗯？又有了？、还是不对啊？ 终于今天把几乎所有的硬件换了一遍，顿时感觉神清气爽，从病毒的阴影里走了出来。 方才老师用了另一台机器打印，操作了一会儿，听见他说：有病毒，我要去楼上拿一张杀毒的盘。	2
乔安是一个体态匀称的女秘书，她把旅行时间都花在旅馆的屋顶上做日光浴，第一天穿件浴衣，第二天她觉得反正没人看见，就把浴衣给脱了。这时，她听到有人上来，由于她正卧伏着，所以拿了条毛巾盖在臀部上，继续晒太阳。 对不起，小姐。旅馆的经理因为是跑着上来的，所以上气不接下气地说：在屋顶上晒太阳，我们无所谓，可是如果你能像昨天一样穿上衣服，我们一定会十分感谢。 这又有什么分别？乔安冷冷地说，在这儿反正没有人看见，我又盖着毛巾。 不见得。他说，你正躺在餐厅的天窗上。	3
老白去化验科，护士指着前方一牌说：非本科人员不得入内！ 老白大怒，骂道：我就化验个尿，还TMD要本科文凭！！！	2
丈夫牙痛的厉害，在妻子的陪同下去看牙医。在候诊室听到里面“啊...呀...”的叫声，害怕了，不敢进去。 妻子说：“你等着，我给你买瓶二锅头壮壮胆！”，不一会酒喝完了，丈夫胆气也足了，摇摇晃晃走进去接受拔牙。 妻子在外面半天听不见喊疼，心想还是酒壮胆，一会听见丈夫在里面喊：“我看谁敢动我的牙！”	3
汤姆去博物馆参观，一进馆内便被一个部落长老的头饰吸引住了。只见那头饰是用鹰的羽毛装饰而成的，非常漂亮，汤姆不禁啧啧赞叹起来。 这时，一个男人走上前来，说：“先生您好！我就是这个部落的人，看您对这个头饰很感兴趣，您知道这上面的羽毛我们是怎么弄到的吗？” 汤姆摇摇头。那个男人得意地说：“我们在地上挖个洞，自己钻在里面，然后用树枝把洞口遮盖好，再在上面绑只活兔子。当老鹰扑下来捕捉兔子时，我们就会抓住它的翅膀或尾巴。” “太妙了！”汤姆赞叹道：“是部落长老教给你的吗？” “不是，”男人说道：“我是从电视上的探索频道看来的。”	3
语文老师走进教室：“现在我宣布我班的清洁模范户为李小朱同学！” 同学们：“为什么？” “昨天抽查的练习李小朱同学是全部空白，整洁至极……”	3
某日晚上，护城河边有一女子欲寻短见，围观者众。 突然有一男子奋不顾身，跃入两米深的河中救人， 众人正为此人义举赞赏不已。岂知，那男子心急火燎地游至女子身边一看， “啊？不是我老婆啊”。	3
猫:“小样，我看你往哪跑？” 老鼠:“今天算我倒霉，要杀要剐随你便吧！我只求你一件事，给我留个全尸行吗？” 猫:“你想得美，你把我肚子搞大了就想一死了之，孩子归我一人养啊！”	3
吃晚饭时，安娜对爸爸说： 爸爸，如果我每隔一段时间便给您省一元钱，您一定很高兴， 对吗？ 是的，乖孩子！爸爸摸摸她的头。 我今天给您省了一元钱。安娜说，您说过，我考及格了便给我一元钱，可我又没及格。	3
校订票处：现在票源极为紧张，你要的那班次火车票不一定有，如果没有，你服从调剂吗？ 我：服从。 第二天拿到票后我怒了：我订的是到山东的票，为什么给我到山西的！！！ 校订票处：你不是说服从调剂吗？	2
接到老公的电话：“老婆，你不是讨厌我买彩票吗，我今天就给你个惊喜！” 我猜想该不是中了大奖吧，心里那个激动呀，正在浮想连篇，老公回来了，进门就说：“我今天把买彩票的20元钱省下了，特意给你买了只烧鸡！”	3
大学有棵树，叫做高数，吊死了很多人。。 树下有座坟，叫微积分，里面埋了很多人。。。 还下了场雨，叫英语，淋死了很多人。。 有只变异的鸡，叫计算机，咬死了很多人。。	1
某国营单位某办公室某靓女从外回办公室后说：我刚从‘人流办’回来，那里的男同志居然都要求‘打胎’。外来办事的某男一听大为吃惊，细一问，原来人流办乃人才流动办公室，打胎乃打领带(打胎为香港英译音)。恍然大悟!	1
一个士兵从中尉身边走过，没有敬礼。中尉把士兵叫了回来，严厉地说：您没有向我敬礼，为此您要受到处罚，罚您做100遍。 这个当儿，将军走了过来。 怎么回事？他看见士兵老在敬礼，问道。 这个不懂礼貌的家伙不向我敬礼，因此我罚他100次礼。 一点儿也不错，将军笑着夸奖说，不过，先生，您不要忘记，您也得回他100次礼。	3
闺蜜收到了999朵玫瑰，好生羡慕，就跟男友讲， 男友安慰我说：“放心吧，我也买得起，不就是点花儿么。” 晚上男友买了十桶爆米花，并跟我说：“爆米花也是花，而且只要火候掌握得好， 花开得更灿烂。还有，你数数，这10桶爆米花绝对不少于999朵。”	2
小时候晚上总是繁星点点还有蓝色银河。 一晚我在院中的葡萄树下看见一道光一闪而过，我在思考那是什么的时候，父亲走上前来对我:“看见了吗？刚才那是曲溜星。”	2
表弟借钱买房， 我说：“你上班二年了，存了有多少？” 他道：“一分没存。” 我纳闷道：“你一个月有3000元的工资， 就算你吃得再好也就花去一半，那一半呢？” “实话告诉你吧，”表弟说， “每月我用一半工资猛吃，用另一半工资减肥了”。	3
史密斯夫妇都是将近五十岁的人了。丈夫一早便去上班，下午很晚才能回来。他们家对面住着一对新婚夫妇。丈夫每天上班前和下班后总要亲呢地吻一下漂亮的妻子。这种情景不止一次地让史密斯太太隔窗望见，她总感到丈夫对自己体贴太少。 一天，新婚夫妇正在甜蜜地接吻，史密斯太大一把拉住她的丈夫：你瞧，人家对妻子多么体贴，你为什么不能那样做呢？ 我当然愿意那样做，史密斯先生犯愁地回答，但我与那位太太还不十分熟悉呀！	3
一天，三岁的儿子已经连着喝了4罐杏仁露，还要再喝，他爸爸不让。 儿子：就这一个了。 爸爸问：再喝怎么办？ 儿子：再喝我是小狗。 吃中饭时，儿子突然说：爸爸，我是狗。	3
校门口站着一个男孩子，泪流满面，一位老先生走过来了：你为什么哭，孩子？ 就为了风湿症，该死的风湿症。爸爸又要狠狠地揍我一顿。 可怜的小家伙，你这么小小的年纪就已经有风湿症了？爸爸决不该打你。老先生十分同情地抚摸着他。 我没有风湿症，但上午听写的时候，我就没来得及写这个词。	3
“妈妈，从今以后我要自己做作业再也不抄别人的了！” “噢，宝贝，你终于懂事了，妈妈为你感到骄傲！” “谁让他们把字写得那么潦草让我看抄不了的！”	3
一天，人事部的张主任调到别的部门去了，一位他的朋友打电话找他，结果是别人接的 请问张主任在吗﹖ 很抱歉！他已经不在人事了！ 朋友说：什么！这是什么时候的事？前天我才刚刚跟他通过电话的，怎么就不在人世了？	2
某年某月某日，班长A君在课堂上看天龙八部。 正在A君被小说中英雄盖世的乔峰佩服的一塌糊涂的时候，A君后面的B君轻拍A君的肩膀，一脸无奈的说道：“班长，你别只顾看小说，你也不管一管，看班里乱什么样了！” A君一脸抱歉的样子，站起身来大吼一声：“同学们别吵了，谁在吵我记谁的名！”这招果然奏效，同学们马上静了下来并诧异的看着A君。同桌忙悄声对A君说：“喂！你干什么呀？！这是语文课，老师在让我们读课文呢！” 次日，A君被“革职”。	3
某天在办公室和同事聊一些灵异事件。 忽然一同事表情特别严肃，有点阴沉的对我们说：“你们知道吗， 我小时候能看到一些长大后看不到的东西。”气氛有点凝重，我们咽了咽口水， 然后听见他说：“后来我就近视了，近视！”	3
一行人向小明问路，于是拍拍他的肩膀，问：小弟弟，这里是中山路吗？ 小明看了他一眼，说：不对，这里是我的肩膀。	3
大学的时候在图书馆看杂志， 对面坐下一个短裙美眉， 抑制不住那颗骚动的心开始在手上转笔， 故意掉了两次之后对面传来一张纸条： “同学，笔别摔坏了，姐姐穿着打底裤呢！”	3
上周看男友，临别之后我特别文艺地说我想坐公交车回去。 然后他就送我到站牌，顶着大太阳站了一个小时终于来车了， 我不舍地望向男友，深情地拥抱，结果，已经停下的公交车又开走了。	3
小偷儿到教堂做弥撒。 牧师问：什么风把你吹来了？这星期你没偷火鸡吧？ 没有，一只也没有偷。 其他鸡有没有偷？ 也没有。 太好了，你已经接近上帝一步了。 小偷低声说：如果他问我偷鸭子没有，我就远离上帝了。	3
明明，你的练习本是哪来的？ 学校办公室没人时顺手拿了两本。 混帐东西，谁叫你偷的？我从办公室拿回来的还不够你用吗？	3
有一老者，因儿媳临产，借宿老友家。 友问何故？ 回答：别提了！儿媳妇生孩子把我挤出来了。	2
同事实习完毕，办入职手续，录入的时候她跟我说：“我身份证上是程以一，不是程一一。” 我开玩笑说：“哈哈，那你妹妹是不是叫程蝶衣？” 她鄙夷的哼了一声：“我爹的智慧岂是你能揣测的。” 填亲属关系的时候，我问：“你妹到底叫啥？” 她板着个苦逼的脸，犹豫良久，嘴角抽搐，缓缓吐出三个字：“程以二。” 程以二，乘以二。	1
大刘失业后，家里的生活开始拮据起来，可他仍然很乐观。日子久了，老婆不禁抱怨起来：“大刘，去年你去求签，那解签的说你命里将有贵人相助，现在都快揭不开锅了，怎么贵人还不出现呢？” 大刘哈哈一笑，说：“快了，是贵人暂时把咱给忘了。” “为什么？” “不是有句话，叫‘贵人多忘事’吗？”	2
一日，小华经过一家宠物店，看到一只十分可爱的九官鸟，小华便上前逗逗他。 但这之九官鸟只会说：你好！ 小华教导牠说：来！叫‘爸爸’爸，爸！ 只听九官叫到：乖~~~~	3
丈夫把一个好友带回家。不一会儿，一个女人默默走了进来，将端来的茶杯放在桌子上，又走了出去。 好友说：您家的女佣人不算漂亮，不过也许还能干？ 丈夫忙说：你想到哪里去了？我会雇这样一个丑八怪来当女佣人吗？她可是我老婆！	3
小弟上幼儿园，老师考他算术：3加3等于多少？ 小弟摊出10指数了数，回答道：6！ 老师又问：4加4等于多少？ 小弟又数了数指头：8！ 老师说道：不行，要用心算，把两手放进囗袋，现在再问你，5加5等于多少？ 马小弟算了半天，两只手还是在囗袋里计数着。过了许久，终于答案出来了！只见马小弟说道：11！	2
一个小孩领着一条大狗逛街，经过一个抱孩子的女士时，抱着的孩子哇哇的哭了起来。 女士冲着小孩喊道:“你看你把俺家孩子吓的!” 小孩回道：“你家孩子不是我吓的，他是狗下哩。	2
诗人：“夫人，我的诗歌集子您收到了吧？” 夫人：“哦，收到了。写得好极了。可我忘记放在哪儿了。我很珍视它。” 她的小儿子：“在桌子脚下面，妈妈。你用它垫桌子啦！”	3
一室友拿着一元的硬币问“为什么有一的是正面，菊花的是背面？” 另一室友脱口而出“你见过谁的菊花长前面的！”	2
一天，我和彪哥出去吃饭。 路过一家小餐馆，我刚要进，彪哥把我拉住，说：“别进，这地方不是咱消费得起的！” 我一看，这也不是什么大酒店，就是一家小餐馆而已，有什么消费不起的呢？ 彪哥见我不解，又说道：“这家我以前来过，在这吃完了就得去医院检查一下胃。” 现在医院贵呀，咱消费不起。”	3
老张在电梯里注视一个美丽的长发女郎，目不转睛，张太太非常不高兴，突然；那个女郎转过身来，给了老张一个耳光，说道：我教训你下次别偷捏女孩子。 当夫妇俩走出电梯的时候，老张委屈地对太太悦：我并没有捏她呀！ 我知道，张太太说，不过，我捏了她。	3
愚公家门前有两座大山挡着路，他决心把山平掉， 另一个智叟笑他太傻， 认为不能。 愚公说：“我死了有儿子，儿子死了还有孙子， 子子孙孙无穷无尽的，又何必担心挖不平呢？” 智叟被驳斥的面目通红，恼羞成怒之下，当夜便断了愚公的后。	3
实习医生问老医生：为什么你要夹一支温度计在耳朵上? 老医生：完了!我一定把钢笔插在病人的肛门里了!	3
妇产科医院的候诊室前，有两个准爸爸不安地踱步著，等待妻子生产。 其中一位叹气地说：真倒霉啊！这事刚好碰到我在休假．．． 另一位则说：我比你更倒霉，我现在还在度蜜月哩！．．．	3
妻子第一胎生了个女，孩丈夫给起名叫招弟，希望她召来个弟弟。不料第二胎又生了个女孩，丈夫说，老二肯定能招来个弟弟，便把二女叫二招。第三胎生下还是个女的，丈夫抱着三女说：你给我再招一次，最后的希望寄托在你向上，你就叫三招吧。三招也没完成任务，第四胎又是个女孩。丈夫泄气地说：算了吧，咱要这么多执行所干啥，再别招了，招得多了我可养活不起呀！妻子说：那你说，这个四女子叫个啥招？丈夫说：我看你还是绝育吧。这最后一个就叫绝招！ 后来，同伴和他开玩笑，都叫他主任――招办主任――招生办主任。他笑着说：我们光招女生，应该叫女招办。主任是我老婆，我是副主任。	2
晚上，丈夫看见茶几上放着两盒巧克力，问老婆：“是给我吃的吗？” 老婆说：“这是我特意给你买的。我对减肥已彻底失去信心了，还是给你增增肥，好让咱俩显得更般配些。”	3
一天，祗园和尚邀请我们聚会，有人问在座诸位谁最怕老婆，大家还未应声回答，祗园和尚就说：我最怕老婆。 众人十分惊疑，祗园和尚说：就是因为怕老婆，所以不敢娶妻啊。大家哄堂大笑。	3
我们这这两天下大雨，昨天去上班， 刚下公交车，一妹纸手机直接摔进水坑里。 ……只见妹纸以迅雷不及掩耳盗铃之势从口袋里掏出另一个手机， 对着水里那个手机照了张相片， 然后才把那个水里的手机捡起来……	3
我家姑娘快三岁了，晚上睡觉之前吵着要讲故事，我就给她说个喜洋洋和灰太狼的故事吧，这个动画片姑娘也看过，就说：爸爸你当灰太狼我当红太狼好不？ 我说好。 话没落音，她就是一个大嘴巴打过来，对我怒哄：还不给我抓羊去…… 那声响亮的耳光和我的无语成鲜然对比。	3
梳子店的伙计在门口招揽客人，不断的往店里拉人。 当他向一位路人殷勤地介绍梳子，路人不屑一顾，要走时，伙计还是跟在后面喋喋不休。 路人怒了：“丫的，非要我摘下发套让别人都知道我秃顶你才不烦我啊。”	3
应聘者回答：“‘是’者生存，‘不是’者淘汰。”	1
小明写了篇作文给老师点评！ 老师一看，顿时拍案而起！ 小明期待道：“如何？” 老师叹道：“江山代有人才出，你这作文，跟莎士比亚是一个水平！” 小明大喜：“老师过奖了！” 老师道：“不，我绝对是实事求是！你跟莎士比亚一样，不懂中文！	3
有一次上英语课，我正在想着昨天的比赛，走神了。 突然老师问我：“西红柿是蔬菜还是水果？” 晕，我怎么知道，随便猜一个吧：“嗯，水果……” 老师的声音高了几度：“什么？” 好在我机灵，赶紧见风使舵：“是蔬菜，蔬菜！” 老师终于忍无可忍了：“我是叫你中译英！”...	3
小明的爸爸是邮递员。 一天，爸爸上班忘了戴帽子，妈妈赶紧追了出去。 小明怕爸爸走了，就在楼上喊：“爸爸，我妈给你戴绿帽子去了！”	2
有兄弟经商，学得一二官话。将到家，兄往隔河出恭，命弟先往见其父。父问曰：汝兄何在？弟曰：撒屎。 父惊曰：在何处杀死的？答曰：河南。父方悲恸而兄已个，父遂骂其次子：何得妄言如是？曰：我自打官话耳。 父曰：这样官话，只好吓你亲爷罢了。	1
爸爸和妈妈在房间里看电视，儿子跑进来说，爸爸吃饭了，妈妈吃饭了。 爸爸起身去吃饭（妈妈对爸爸示意一会儿去），爸爸刚坐在凳子上准备要吃饭,儿子问：爸爸，妈妈怎么没来？ 爸爸逗儿子说：妈妈？哦，你妈妈吃过了。 儿子：妈妈吃的过了？ 爸爸：是啊！ 儿子：妈妈吃的什么啊？ 爸爸：你妈妈吃的西北风。 儿子：我也要吃西北风！	2
偷偷地告诉各位妹子，如果你有一位喜欢玩网游的男朋友， 如果他不怎么给你打电话叫你出来，但是，某一天， 他突然打电话给你叫你出来玩，不用想多了，肯定是服务器开始维护了！	3
老师：老婆和情人，你选哪个？ 学生：情人。 老师：为什么？ 学生：情人比较漂亮啊。 老师：真是肤浅，一点追求没有。 学生：那老师会选哪一个？ 老师：两个都选。	3
一天，我的女朋友非要和我一块去逛动物园看猴子。说猴子可好玩了，多机灵啊，多讨人喜欢啊。 因为我很丑的，所以我不想到人多的地方啊。她就急了非得让我去，我就是说死我也不去，多丢人那。她还是不依，非要去。 我急了大声喊：去动物园看猴子还不如在家看我呢！	3
阿凡提在一次长途旅行中，累得疲惫不堪，他那头瘦弱的毛驴也走不动了。阿凡提坐在一家住宅前，高举双手向真主祈祷道：万能的真主啊，请您明察，恩赐给我一头健壮的毛驴吧，让我免受步行之苦。 这时，从这家住宅的院里传来了一阵马的嘶鸣。阿凡提听毕，又说道：万能的真主啊，我没向您讨要马，而是向您讨要一头健壮的毛驴！	3
“开心不开心？” “不开心” “不开心可不行，一定要开心哟～” “大夫，做个心脏手术你卖什么萌！”	2
一男的愁眉苦脸的说他觉得他和女神已经没机会在一起了， 问他原因，他说：女神在公交站牌等车，看见后也凑过去等， 为了引起女神注意，看见那边走过来一大叔，打扮得很奇葩， 于是跟女神说：那人怎么打扮得像个小丑，太TM好笑了， 然后，女神瞪他一眼跑过去挽住那位大叔喊：爸。 然后。。。就没有然后了。	3
一对情侣在公园里接吻，旁边一小孩一直看一直看， 然后这男的说：“小朋友我给你一元钱去买东西吃，别看了好吗？” 这孩子随手从兜里拿出一元钱说：“我给你一元钱，你再让我看会行吗？”	3
阎王爷问我下辈子想做什么， 给了我十个选项，我看了看说：“挑十吧。” 于是，我成了一个挑食的孩子。。。	1
