question1,question2,label,category
1型糖尿病能愈吗,请问二型糖尿病能治疗好吗,0,diabetes
糖尿病血压偏高的病人能吃山药吗？,糖尿病患者能不能吃山药,1,diabetes
你好！万医生。干细胞移植可以治疗糖尿病吗？,糖尿病患者感冒了，吃什么药,0,diabetes
乙肝两对半检查要空腹么，是检查肝功能好,入职体检表要不要查乙肝两对半,0,hepatitis
糖尿病可以不长期注射胰岛素吗,糖化血红蛋白7.7是否确定是糖尿病,0,diabetes
糖尿病，白内障怎么治疗啊？,葡萄糖的含义,0,diabetes
乙肝病毒核酸结果1·44E十03严重吗,乙肝核酸测定结果为＜10E3是什么,1,hepatitis
手术可以治疗2型糖尿病么,我是二型糖尿病，可以做手术彻底治疗吗？,1,diabetes
艾滋aids的窗口期是是多少,艾滋病窗口期是多少天啊窗口期会出现什么啊,1,aids
乙肝患者胆红素升高是什么原因,胆红素有点高不是乙肝B超也正常什么原因,0,hepatitis
乙肝肝硬化中晚期饮食,乙肝发展到肝硬化，能治好吗，有什么好的药,1,hepatitis
妊娠糖尿病可以吃开心果吗,妊娠糖尿病可以吃饼干吗,0,diabetes
乳腺癌骨转移能治好吗,乳腺癌骨转移严重吗？,0,breast_cancer
高血压和高血糖吃什么好,高血压高血糖合并症应该吃什么药？,1,hypertension
幼儿注射乙肝第2针和第3针的间隔,乙肝疫苗第二针可以推迟打吗,1,hepatitis
母乳会传播艾滋病吗,乳交传播艾滋病吗,0,aids
有艾滋病可以做爱吗,做爱感染艾滋的机率有多大啊我和一个女的做爱,0,aids
糖尿病患者能吃榴莲吗,什么水果糖尿病人能吃,1,diabetes
乳腺癌晚期怎么办,乳腺癌早中晚期怎么办?,0,breast_cancer
中医用什么方法治疗艾滋病,现在医院检测艾滋病用的是什么方法,0,aids
女22妊娠期怎么看有糖尿病吗,糖尿病酮症酸中毒的诱因有哪些？,0,diabetes
乳腺癌一定要切除乳房么,乳腺癌扩散了要不要切除乳房？,1,breast_cancer
浅谈糖尿病的护理措施与方法,糖尿病健康管理的关键,1,diabetes
得了艾滋病的人一般能活多久,早上好。一下，艾滋病患者能医好吗或者艾滋病患者能活多久,0,aids
治疗乙肝丙肝有什么方法,乙肝小三阳治疗有什么方法呢,1,hepatitis
精液、阴道分泌物能传染艾滋病吗,吃了艾滋病患者的精液传染几率大吗，他确诊为艾滋病,1,aids
尿糖在6.3到6.7是糖尿病吗,糖尿病呕吐迷糊怎么办,0,diabetes
乙肝患者能注射h1n1疫苗吗,十岁乙肝小患者学校要打甲肝疫苗能打吗,0,hepatitis
糖尿病人可以吃豆腐嘛,糖尿病人可以吃碗豆吗,1,diabetes
乳腺癌脑转移放疗有用吗,乳腺癌脑转移先放疗还是先化疗?,0,breast_cancer
男朋友是乙肝患者正常性生活会被传染么,乙肝病毒会不会通过经血通道传染,0,hepatitis
乳腺癌一定要切除乳房么,乳腺癌晚期是不是要切除乳房的？,1,breast_cancer
高血压糖尿病人可以喝牛奶吗？,糖尿病吃什么中药好呢？,0,diabetes
糖尿病人吃什么补品好糖尿病能吃什么补品？,糖尿病人可以喝奶粉吗?,1,diabetes
乳腺癌手术后一定要化疗吗,乳腺癌手术后需要化疗吗,1,breast_cancer
乙肝打干扰素有用吗,乙肝病毒携带者一般的生活中会传染吗,0,hepatitis
求问90岁老人有高血压，糖尿病可以做白内障手术吗？,高血压降不下来怎麽办？130170,0,hypertension
如何看乙肝生化化验单,乙肝表面抗体化验单怎么看,1,hepatitis
自己在家能做糖耐量试验吗？,糖尿病每日所需总热量如何计算,0,diabetes
乳腺癌会死吗,乳腺癌扩散到肺会死吗？,1,breast_cancer
糖尿病便秘怎么调理,糖尿病人耳鸣怎么办,0,diabetes
糖尿病低血糖的原因？,糖尿病空腹血糖高，吃饭后又偏低请问是怎么回事啊，,1,diabetes
儿童糖尿病的含义,什么是儿童糖尿病,1,diabetes
糖尿病引起的身上痒怎样解决,糖尿病身体发痒咋办啊,1,diabetes
艾滋病抗体是是什么意思,艾滋病抗体（12）什么意思,1,aids
孕期空腹血糖4.6，可以不做糖耐量吗,我现在怀孕25周了，可以做糖尿病筛查了吗,1,diabetes
怎样可以降低血糖,大豆低聚糖糖尿病人能吃吗,0,diabetes
慢性乙型肝炎通过性生活传染吗,乙肝疫苗最迟什么时候打,0,hepatitis
乳腺癌术后淋巴结转移怎么办,乳腺癌术后转移了怎么办呀？,0,breast_cancer
歺后2小时尿糖4个+是什么情况,糖尿病是什么原因图,0,diabetes
请问糖尿病要做什么检查,糖尿病微量尿蛋白27怎么办,0,diabetes
请问：糖尿病人饭后疲惫是怎么回事？,糖尿病会导致行走困难吗,0,diabetes
糖尿病，高血压用什么中药泡脚好,什么中药泡脚治糖尿病,1,diabetes
一型糖尿病患者能怀孕吗？,糖尿病打胰岛素可否停下再吃药,0,diabetes
糖尿病能不能办健康证,患糖尿病的人能吃蜂蜜吗？,0,diabetes
糖尿病是否能吃鸡蛋,高血糖能吃鸡蛋吗？一天能吃几个？,1,diabetes
糖尿病对胎儿有没影响,血糖低也容易发展成糖尿病吗,0,diabetes
更年期初期引起高血压怎样治疗,你好，请问高血压怎么治？,0,hypertension
请问高血压能喝点黄酒吗，,医生，高血压患者可以多吃鱼吗？河鱼或者海鱼都可以吗？,0,hypertension
非空腹血糖的定义,没有什么糖尿病症状，可是血糖居高不下，空腹九点多,0,diabetes
孕妇糖尿病怎样治疗,孕后期糖尿病怎么办,1,diabetes
糖尿病打胰岛素有副作用吗？,胰岛素那种能治糖尿病皮肤搔痒,0,diabetes
进行口交什么情况下会传染艾滋病,口交时出现伤口会传染艾滋病吗,1,aids
糖尿病人患白内障如何治疗,糖尿病人能吃鸡蛋吗病人能吃鸡蛋吗,0,diabetes
您好，请问糖尿病导致失明怎么治疗？,糖尿病人失明后能否复明？,1,diabetes
乳腺癌术后要切除卵巢吗,乳腺癌术后还要做卵巢切除吗？,1,breast_cancer
原发性高血压的治疗,原发性高血压怎样治疗？,1,hypertension
糖尿病喝药喝的腹部胀气怎么回事？,糖尿病人呕吐腹胀怎么回事,1,diabetes
没有抗体打一针乙肝疫苗可以吗,婴儿打乙肝疫苗几针产生抗体,0,hepatitis
严重的糖尿病患者能做白内障手术吗？,糖尿病引发的白内障可以做手术吗,1,diabetes
乙肝携带者是怎么回事,乙肝病毒携带者和乙肝患者是同一概念吗,1,hepatitis
你好！糖尿病人平时餐后血糖测试何时为宜？,怎么测餐后血糖,1,diabetes
适合高血压，高尿酸血症病人的食物有哪些？,高血压只用倍他乐克行吗？高尿酸血症用什么药降压好？,0,hypertension
一直患有十二指肠溃疡，曾经洗澡的时候晕倒了，请问是否因为用高血压药物引起的呢，要怎样治疗,我才二十来岁就有高血压请问有没有没有遗传,0,hypertension
乙肝不进行抗病毒治疗可以吗,乙肝大三阳抗病毒治疗，小孩两岁，可以吗,0,hepatitis
糖尿病人能喝鸡汤吗,糖尿病能过成性生活吗,0,diabetes
糖尿病可以爬山吗?,糖尿病人会有那些并发症？,0,diabetes
艾滋病人的口水会不会传染,喝艾滋病人烧的开水会不会传染啊,0,aids
高血压患者的食谱,肾实质性高血压食谱,0,hypertension
糖尿病截肢多久能恢复,糖尿病眼睛视力是否能手术恢复,0,diabetes
乙肝会引起心肌炎吗,乙肝会引起心肌酶改变吗心肌酶改变又会,0,hepatitis
乳腺癌淋巴转移怎么治疗,乳腺癌淋巴转移求治疗方法,1,breast_cancer
慢性乙肝要做手术吗,乙肝病人需要做手术吗,0,hepatitis
糖尿病吃蜂蜜吗,糖尿病人吃蜂胶好么,1,diabetes
乙肝大三阳什么情况下该用抗病毒治疗,急性乙肝需要抗病毒治疗吗,0,hepatitis
妊娠糖尿病可以吃无糖燕麦片吗,区分是一型还是二型糖尿病，要作哪些化验,0,diabetes
妊娠糖尿病坐月子食谱,妊辰糖尿病食谱,1,diabetes
乳腺癌化疗以后升白细胞的药物有哪些,乳腺癌化疗以后放疗有什么害处吗?,0,breast_cancer
糖尿病神经病变怎样治？,糖尿病神经病变该怎样治疗？目前经常出现,1,diabetes
糖尿病人能吃哪些粗粮,糖尿病患者能吃玉米面粥吗？,1,diabetes
我是妊娠糖尿病，糖耐量2项升高请问算不算是糖尿病,女22妊娠期怎么看有糖尿病吗,1,diabetes
糖尿病高血压呕吐不止怎么治疗,糖尿病呕吐迷糊怎么办,1,diabetes
低血糖适合喝蜂蜜吗,低血糖平时要多吃些什么？,1,diabetes
男的一型糖尿病，可以要孩子吗？,糖尿病能要个不遗传健康的孩子吗,0,diabetes
你好，糖尿病人能不能喝无花果熬的汤,糖尿病人吃什么补品好,0,diabetes
糖尿病人能喝哪些茶,二甲双胍格列本脲胶囊这药怎么样？能吃吗？,0,diabetes
早期乳腺癌会有哪些不适,女性乳腺癌患者会有哪些症状,0,breast_cancer
乳腺癌中期术后可以不化疗吗,中期乳腺癌术后不化疗可以吗？,1,breast_cancer
怀孕26周需要检查糖尿病吗,孕期糖尿病必须筛查吗,1,diabetes
糖尿病患者可以吃瓜子吗?,2型糖尿病的症状有哪些？,0,diabetes
这种《乙肝五项》是什么病,万一到肝硬化时能肝移植吗肝移植大概要多少钱,0,hepatitis
尿糖2个加号是不是糖尿病,血糖5.74是糖尿病的前期吗,0,diabetes
高血压引起的面瘫如何治疗,高血压导致面瘫怎么治疗,1,hypertension
请问糖尿病血糖15点几，应该怎么办？,有糖尿病，血压160，怎样撘配吃药‘,0,diabetes
乳腺癌骨转移晚期如何用药,乳腺癌晚期患者应该如何治疗？,0,breast_cancer
糖尿病人为什么老晕.浑身没劲怎么回事？,糖尿病乏力什么原因,1,diabetes
伤口与艾滋病患者接触会传染吗,伤口与病毒接触会传染艾滋病吗,0,aids
求助：糖尿病人患有风湿病该如何治疗,医生你好，糖尿病怎么治疗为好，能除根吗,0,diabetes
高血压患者要少吃盐吗,高血压患者可以吃耗油吗,0,hypertension
有艾滋病可以做爱吗,两个没有艾滋病的人做爱会得艾滋吗,0,aids
治疗高血压有什么好办法,为什么青年人也患高血压,1,hypertension
怎样鉴定高血压是继发性还是原发性,怎样区别原发性高血压和继发性高血压？,1,hypertension
乳腺增生的病因有哪些,乳腺癌的病因有什么的呢？,0,breast_cancer
医生，糖尿病肾病能不能服用益肾康胶囊！,糖尿病肾功不好血压高平时应该注意些什么,0,diabetes
糖克一号治疗糖尿病效果怎么样,桑枝颗粒治疗糖尿病效果怎么样,0,diabetes
看乙肝多少费用,乙肝小三阳检查要多少钱,1,hepatitis
如何测试是否有糖尿病,如何诊断糖尿病？,1,diabetes
乳腺癌骨转移疼痛怎么办,乳腺癌骨转移如何治,0,breast_cancer
高血压、胆固醇如何医疗？,高血压，高血脂吃什么好呢？,0,hypertension
什么人容易得艾滋病,口交的话女人跟男人谁容易得艾滋,0,aids
治疗乙肝需要多长时间,乙肝有治愈的可能吗要多长时间,1,hepatitis
请问医生我吃了半年得高宁现在下肢稍微有些浮肿管它吗如果牙龈增生了又怎么办,高血压引起牙龈大出血，严重吗？,1,hypertension
和患有乙肝的人在一起生活，会传染吗该注意什么,咨询乙肝，还需要抗病毒治疗吗,0,hepatitis
糖尿病怀孕可以打胰岛素吗,糖尿病孕妇使用胰岛素的量是否比怀孕前的量少,0,diabetes
有乙肝和丙干，而且好像不太好，该怎么办呢,我姐姐，乙肝与丙肝都有，已是晚期，该怎么办,1,hepatitis
糖尿病人能吃避孕药吗,糖尿病人一直出汗如何治疗,0,diabetes
请问李医生血糖检查在8以上易得糖尿病吗,我们吸烟的糖尿病人为什么就容易得足病呢？,0,diabetes
糖尿病患者患有白内障，可否安全手术？,糖尿病会并发白内障吗,0,diabetes
年纪轻轻突然出现高血压晕倒症状怎么办,高血压会不会遗传,0,hypertension
糖尿病、高血压的人能吃灵芝吗？,铁皮石斛对治疗糖尿病的作用,1,diabetes
乳腺炎会导致乳腺癌吗,这样会导致乳腺癌吗？,0,breast_cancer
两个健康的男人肛交了会得艾滋病吗,两个健康男性口会得艾滋吗,0,aids
高血压能引起尿毒症吗,高血压尿毒症能活多久,0,hypertension
糖尿病有哪些护理问题,糖尿病潜在并发症的护理措施,1,diabetes
我想问下糖尿病可以吃什么中药,您好李医生，请问糖尿病患者可以去旅游吗,0,diabetes
乳腺癌转移到肺部怎么办,乳腺癌转移肺部怎么办？,1,breast_cancer
乳腺癌脑转移先放疗还是先化疗,乳腺癌脑转移还有救吗？,0,breast_cancer
有糖尿病丧寒怕冷抵抗力差怎么办,糖尿病人怎样增加抵抗力,1,diabetes
糖尿病人吃鸡蛋能吃蛋黄吗？鸡蛋哪种做法最有营养？,糖尿病能吃鸡蛋吗?,1,diabetes
血糖化验结果单上的英文缩写是什么,尿糖的代表符号是什么,1,diabetes
高血脂高血糖高血压怎么治,高血压，高血脂，高血糖三高怎么治疗,1,hypertension
糖尿病高血压去贵院挂那个科呢？,65岁老太太现在心脏病脑血管高血压应该看哪科呀？,1,hypertension
老年人高血压是什么意思,高血压会导致眼睛看不见吗？,0,hypertension
这样能传播艾滋吗,精斑会不会传播艾滋,0,aids
可否确诊为糖尿病,请问我这是得了糖尿病吗？,1,diabetes
治好乙肝需要多少钱,灵芝可以治乙肝吗治疗乙肝大约需要多少钱,1,hepatitis
乙肝第二项第五项呈阳性入职体检会不会有,入职体检因乙肝而不要我吗,1,hepatitis
口交传染艾滋病的可能性大吗,如果让一个患有艾滋病的朋友口交，是否会被传染,0,aids
有高血压和血糖高的人吃什么好,高血压，高血糖吃什么要有效？需要注意什,1,hypertension
高血压可以坐长途车吗？大约四个小时的车程。,高血压老人可以坐摇椅吗,0,hypertension
乳腺疾病会导致乳腺癌吗,乳腺疾病是否会诱发乳腺癌？,1,breast_cancer
你好：糖尿病并发症肺结核人可以喝鸽子汤吗,妊娠糖尿病能吃苹果吗,0,diabetes
乙肝慢性化的原因,急性乙肝转为慢性乙肝的原因,1,hepatitis
糖尿病人何时该打胰岛素,糖尿病孕妇饮食,0,diabetes
高血压可以服用一种药吗,常用一种高血压药可以吗。,1,hypertension
糖尿病人烫伤小腿如何医治,糖尿病人烫伤如何治疗,1,diabetes
糖尿病一型会遗传,糖尿病生孩子有影响吗,0,diabetes
糖尿病酮症酸中毒有什么症状？,长期吃什么东西容易得糖尿病,0,diabetes
糖尿病脚烫伤怎么处理,糖尿病烫伤用什么药治疗,1,diabetes
艾滋病会不会通过蚊子传播,如果蚊子血碰对刚挤破的痘痘的伤口也不会感染艾滋病吗,1,aids
艾滋病人的血液干涸了还会传染吗,艾滋病患者血液喷到眼睛会传染艾滋病吗,0,aids
伤口与艾滋病患者接触会传染吗,伤口没有艾滋病毒会传染吗,0,aids
乳腺癌和乳腺增生怎么区别,乳腺癌和乳腺增生症状是不是一样？,0,breast_cancer
糖尿病人感冒的治疗办法,糖尿病总是感冒怎么办,1,diabetes
这样做会不会得艾滋病,我会不会得艾滋病了，求解答,1,aids
乙肝疫苗在什么情况打,上海闵行附近哪里可以打乙肝疫苗啊,1,hepatitis
糖尿病怎样调理最好,糖尿病人的护理措施,1,diabetes
dtxj会感染hiv吗,被动kjdtxj会不会感染hiv,0,aids
伤口与艾滋病患者接触会传染吗,嘴巴伤口与艾滋病间接会传染吗,0,aids
为什么打了乙肝疫苗六,注射乙肝疫苗后，没有产生抗体，怎么办,1,hepatitis
孕期糖尿病怎么办？,糖尿病能吃鸡蛋吗吗,0,diabetes
乙肝预苗在哪能打,哪种情况下可以打乙肝疫苗,1,hepatitis
乙肝腰痛吃什么药效果好,乙肝可以吃什么止痛药,0,hepatitis
艾滋病病毒在液体高温中能存活多久,艾滋病毒在内裤上能存活多长时间,0,aids
胆囊炎、胆结石、糖尿病患者手术后吃啥,糖尿病人需注意那些事项?,0,diabetes
这种情况有可能会感染上艾滋病吗,艾滋病会通过这种情况感染艾滋病吗,1,aids
糖尿病人能补维生素吗,糖尿病人可以吃钙加维生素d软胶囊吗？,1,diabetes
糖尿病足溃烂如何治疗,糖尿病足严重吗？应该怎么治疗啊？朋友推,0,diabetes
胰岛素样生长因子,什么是妊辰糖尿病,0,diabetes
妊娠糖尿病吃什么水果,孕妇患糖尿病忌哪些水果？,1,diabetes
艾滋病可以通过口交传染吗,为什么有的说被动无套口交不会传染艾滋病,1,aids
乳腺癌一定要切除乳房么,乳腺癌会不会要切除乳房啊？,1,breast_cancer
请问糖尿病人该如何预防糖尿病酮症酸中毒？有什么好的预防方法吗？有什么食疗可以预防,什么是糖尿病酮症酸中毒,0,diabetes
糖尿病初期有什么症状,你好，糖尿病发病的最初症状是什么？,1,diabetes
多糖保健品保健品能不能让糖尿病人吃,糖尿病人能吃钙片吗，吃哪种钙片好,1,diabetes
高血压的前兆是什么,是怎么回事平时应该注意哪些情况,0,hypertension
1型糖尿病可以怀孕吗,男朋友得一型糖尿病会影响生育吗？,1,diabetes
一型糖尿病会有什么并发症,什么是胰岛素样生长因子,0,diabetes
2型糖尿病可以用干细胞技术手术吗,胃转流手术能治疗糖尿病吗,0,diabetes
有高血压病史，现阶段出现头晕四肢无力现象。请问如何治疗？,高血压伴有糖尿病如何用药,0,hypertension
1型糖尿病要治疗多久？,1型糖尿病还要多久的时间才能治疗好,1,diabetes
有高血压和糖尿病的人能吃花生和瓜子吗,核桃和高血压,0,hypertension
乙肝大三阳是怎么引起的,乙肝大三阳为什么会肚子痛,0,hepatitis
血小板少和高血压能喝花生衣泡水喝吗,小脑出血，头晕，有高血压怎么办,0,hypertension
乳腺癌严重吗,请问医生乳腺癌严重吗？,1,breast_cancer
尿糖测定最传统的方法是甚么,如何测定尿糖？,1,diabetes
1型糖尿病能否手术治愈,1.5型糖尿病能治好吗,0,diabetes
怎么知道自己是否得了艾滋病,如何确定自己是否得了艾滋病,1,aids
妊娠糖尿病会导致头晕吗,干细胞治疗糖尿病大约多少钱,0,diabetes
孕期血糖5.6是糖尿病吗,妊娠期糖尿病对胎儿有什么影响?,0,diabetes
艾滋病可以免费治疗吗,艾滋病检查是免费的吗好像听说是，但去医院检查又要收费。谁知道具体情况啊,0,aids
妊娠期糖尿病会造成羊水少吗,孕期糖尿病会羊水多还是少,1,diabetes
高血压患者骨折能做骨折手术吗，如何治疗,糖尿病、高血压患者能做膀胱镜吗,0,hypertension
有高血压和脂肪肝怎么办,高胆固醇，高血压还有脂肪肝怎么治疗,1,hypertension
乳腺癌手术后一定要化疗吗,乳腺癌切除乳房后一定要化疗吗？,1,breast_cancer
出国体检尿糖6是什么意思,血糖6.28尿糖一个加减号阴是糖尿病吗,0,diabetes
糖尿病人吃什么粗粮好,糖尿病人可以拿玉米面当主食吗,1,diabetes
怎么判定妊娠糖尿病,如何判断妊娠糖尿病,1,diabetes
糖尿病人容易患尖锐湿疣吗,吃了二甲双胍，空腹血糖还是高,0,diabetes
这样算是孕期糖尿病吗？,如何诊断妊娠合并糖尿病？,1,diabetes
高血压能运动吗,高血压患者能否做引体向上、仰卧起坐运动,1,hypertension
你好：请问我老公有高血压，一直在吃缬沙坦氨氯地平片，我意外怀孕了，对胎儿有没有影响吗？？,高血压如何分类用药,0,hypertension
糖尿病足都有哪些症状,糖尿病晚期症状是什么?,0,diabetes
糖尿病足用什么泡脚好,对夫妻生活有影响吗糖尿病人不宜吃的,0,diabetes
伤口与艾滋病患者接触会传染吗,伤口被艾滋病人摸到了会传染吗,1,aids
乳腺癌晚期还能治好吗,请问下乳腺癌晚期能治好吗？,1,breast_cancer
怀孕期间如何做能预防患上妊娠糖尿病？,妊娠糖尿病有必要检查吗,0,diabetes
狗狗糖尿病应该注意什么,胰岛素分泌滞后应打什么针,0,diabetes
下午抽血化验葡萄糖7，6是否是糖尿病,糖尿病2型要怎么控制血糖？,0,diabetes
四十七高血压脑动脉硬化引起痴呆复方苁蓉,有高血压可以生小孩吗,0,hypertension
被别人摸了会传染艾滋病吗,这会被传染艾滋病吗,0,aids
糖尿病人早餐吃什么最好,糖尿病人的早餐该吃什么,1,diabetes
丰胸会引发乳腺癌吗,乳腺疾病会引发乳腺癌吗？,0,breast_cancer
患有脂肪肝，伴有高血压，血糖也偏高，八点六，请问怎么治疗。,请求指点——高血压伴脂肪肝如何用药,1,hypertension
糖尿病是否吃得糖太多,糖尿病是因为吃糖吃的吗？,1,diabetes
糖尿病大血管病变,乙肝，糖尿病能服用三七吗,0,diabetes
糖尿病人能吃带蔗糖的保健品吗,糖尿病吃保健品有用吗,1,diabetes
有糖尿病会诱发甲亢吗？,甲亢会得糖尿病吗,1,diabetes
糖尿病引发眼底出血造成眼睛失明怎么治疗,糖尿病导致眼睛失明，能治吗？,1,diabetes
有糖尿病的人，可以办健康证吗,糖尿病能办理健康证吗,1,diabetes
打完乙肝疫苗第二针，第三针什么时候打,乙肝疫苗第三针是距离第一针六个月还是距,1,hepatitis
糖尿病泌尿系感染吃什么好,糖尿病人嗜睡是怎么回事,0,diabetes
一型糖尿病人能怀孕生孩子吗？,糖尿病怀孕对孩子有什么影响,0,diabetes
乳腺癌切除手术后怎么治疗,乳腺癌中期不手术怎么治疗？,0,breast_cancer
乳腺癌已做切除手术后续怎么治疗,乳腺癌切除手术安全吗？,0,breast_cancer
糖尿病的的危害,糖尿病怎样治疗呢,0,diabetes
请问高血压能吃卤牛肉吗，里面有大料,你好张医生，我想问下有高血压人，或者是底血压人，能吃羊肉面吗？,1,hypertension
有高血压病在生活方面要注意哪些,高血压怎么保养,1,hypertension
糖尿病吃百香果好吗,糖尿病人怎样吃粗粮,0,diabetes
糖尿病吃什么药好还是打胰岛素,糖尿病人用药好还是注射胰岛素好？,1,diabetes
做肠镜胃镜会感染艾滋病吗,做完肠镜后两周出现头痛头晕恶心是否会因为肠镜感染艾滋，恐艾,1,aids
艾滋病跟尖锐湿疣、梅毒有联系么,艾滋病人的肛内得了尖锐湿疣已经有几年了怎么办。全是大个的,0,aids
乳房有硬块是不是乳腺癌,乳房有个硬块，乳腺癌么？,1,breast_cancer
乙肝疫苗蛋白和乙肝疫苗多少钱一针我,连云港防疫站一针乙肝疫苗多少钱,1,hepatitis
妊娠期糖尿病能顺产吗,怎样治疗糖尿病肾病,0,diabetes
糖尿病能喝鸡汤吗,糖尿病人可以吃鸡肉吗,1,diabetes
糖尿病用中医方法怎么治疗,糖尿病眼底出血中医治疗方法,0,diabetes
糖尿病患者吃蜂胶能起到辅助作用吗？其他还有什么保健品好呀？,糖尿病新药和治疗新法,0,diabetes
HIV抗体检测阴性正常吗,HIV抗体检测（艾滋病）,1,aids
糖尿病能不能吃猪肉,糖尿病能吃鱼吗，还有能不能吃肉,1,diabetes
糖尿病到底能不能根治?,糖尿病人可以吃胡豆吗,0,diabetes
射洪哪个一药店有胰岛素卖,济南哪里有卖精蛋白生物合成人胰岛素注射液,1,diabetes
你好，请问高血压会引起面部浮肿吗？,钙片可以与高血压药一起吃吗,0,hypertension
乳腺癌骨转移还能治愈吗,乳腺癌骨转移严重吗？,0,breast_cancer
糖尿病能吃辣的吗,如何预防妊娠期糖尿病？,0,diabetes
监测了血糖想看看是不是糖尿病？可以怎么,测糖尿病做血糖吗,0,diabetes
男性为什么会得乳腺癌,会得乳腺癌吗,0,breast_cancer
糖尿病人能吃营养代餐吗,糖尿病肾脏病变如何预防？,0,diabetes
请问糖尿病可以吃燕窝吗？,高血压和糖尿病，人越来越廋，吃什么补品,1,diabetes
乙肝五项检查需要多少钱,乙肝携带者需要检查哪些费用是多少哪,1,hepatitis
乳头内陷会不会得乳腺癌,乳头内陷没发现肿块会是乳腺癌吗,1,breast_cancer
患糖尿病多年~出现心肌乏力诊断缺血怎么办？,糖尿病身体无力怎么办？,1,diabetes
：我空腹血糖为8～11。已经有10多年了。身体也没有什么不适应，三多一少也没有，请问我是不是糖尿病？,您好，糖尿病患者2打了一支胰岛素，每天早上20毫升，晚上18毫升，空腹血糖控制在5.9，请问能适当减少打的量吗？,1,diabetes
男男同性恋性行为会感染艾滋病吗,男男的戴套性行为会感染艾滋病吗,1,aids
糖尿病人的日常生活应注意什么问题？,请问得了高血压和糖尿病在本院挂什么科室啊！,0,diabetes
乙肝小三阳应吃什么药,服用乙肝治疗的药物有哪些副作用,0,hepatitis
糖尿病能不能有性生活,糖尿病人感冒时可以吃哪些感冒药,0,diabetes
国家提供免费检测HIV服务吗,艾滋病用药是免费的吗,0,aids
糖尿病人营养品有哪些,晚上临睡觉前喝些蜂蜜会得糖尿病吗？,0,diabetes
女方想怀孕要孩子，但男方有好血压，还吃药，想生健康的孩子，应注意什么？,男性高血压患者服药能不能影响婴儿健康,1,hypertension
HIV抗体检测方法有哪些,艾滋病的检测方法有哪些怎样去检测呢,0,aids
高血压吃药控制不稳定怎么办,高血压20多天降了又升不稳定怎么办？,1,hypertension
乳腺癌中期怎么办,乳腺癌中期要怎么治疗比较好？,1,breast_cancer
乳腺增生能不能治好,乳腺增生能吃三苯氧胺吗？,0,breast_cancer
糖尿病会引起贫血吗,睡眠不好会得糖尿病吗,0,diabetes
尿液检查葡萄糖+4是什么意思是糖尿病吗？,尿糖2+是不是糖尿病的表现呢,1,diabetes
糖尿病大小便失禁吃什么药,二型糖尿病该注意些什么?,0,diabetes
乳房有肿瘤是不是乳腺癌,请问乳房有肿块是不是乳腺癌？,0,breast_cancer
乳腺癌前期有什么症状,乳腺癌有什么症状？请问,0,breast_cancer
糖尿病爱出汗吗,患糖尿病总出汗是怎么回事啊？,1,diabetes
血压14986是不是高血压,高血压的诊断及治疗,1,hypertension
糖尿病打胰岛素会有依赖性吗,胰岛素一旦开始使用，就会产生依赖性吗？,1,diabetes
哺乳期妇女能接种乙肝疫苗吗,哺乳期可以打乙肝疫苗吗,1,hepatitis
孕妇是乙肝病毒携带者，可以给孩子喂奶吗,乙肝孕妇可以给小孩喂奶吗,1,hepatitis
唾液和尿液就可以检测艾滋病病毒吗,唾液和与别人共用水杯会不会感染艾滋病和乙肝，为什么,0,aids
得霉菌性阴道炎两年伴有糖尿病该怎样治疗,妈妈有糖尿病后阴道炎多年不见好，怎么办？,1,diabetes
尿糖测定最传统的方法是甚么,隐血2+蛋白质2+尿糖2+是什么情况,0,diabetes
原发性高血压怎样治疗？,高血压引起内眼睛失明能治好吗,0,hypertension
我是二型糖尿病请吃什么中成药好,二型糖尿病人应该吃什么中成药最好?,1,diabetes
被艾滋病人用过的针头扎伤会感染艾滋病吗,去医院打破伤风疫苗。怕针头有问题会感染艾滋病吗,0,aids
糖尿病多年今年体检尿酸的是怎么回事，谢谢,孕妇糖尿病都是有哪些表现啊？,0,diabetes
1型糖尿病胰岛素打不下来怎么办?,2型糖尿病人可以用中药泡脚吗？有什么中,0,diabetes
何时注射乙肝疫苗最好,打完乙肝疫苗第二针什么时候可以喂奶,1,hepatitis
如何形成的乳腺癌,乳腺癌形成的病因是什么？,1,breast_cancer
糖尿病人有那些蔬菜可以帮助降血糖。,吃什么可以降低糖尿病,1,diabetes
高血压会引起风瘫吗,高血压吃完美产品什么比较好,0,hypertension
糖尿病人能有性生活吗？,糖尿病人可不可以过性生活,1,diabetes
猪手糖尿病人可以吃吗,我的血糖是6.55是糖尿病吗？谢谢！,0,diabetes
治糖尿病什么好,糖尿病能吃什么呢,0,diabetes
糖尿病引起的白内障一定要手术吗,80高龄并患心脏病与糖尿病的患者能否做白内障(乳化超声手术)?,0,diabetes
高血压用药能喂奶吗怎么办,产后高血压服用了卡托普利，停药后多长时间可以给孩子喂奶,0,hypertension
乳腺癌晚期怎么办,乳腺癌晚期应该怎么办呢？,1,breast_cancer
糖尿病人能吃完美保健品吗,糖尿病吃什么保健品最好？,1,diabetes
女性打呼噜是高血压预警？怎么解释,晚上打呼噜的人是不是比较容易有高血压？,1,hypertension
一型糖尿病能生育吗男,1型糖尿病会影响生育吗,1,diabetes
艾滋病会传染吗,吹箫会传染艾滋病吗急,0,aids
